1759312853.1913748,y,103,213,-60,110,10.8,79.4118,0.3672
1759312853.2179494,y,103,213,-60,110,10.8,79.4118,0.3672
1759312853.241256,y,103,213,-60,110,10.8,79.4118,0.3672
1759312853.2626657,y,103,213,-60,110,10.8,79.4118,0.3672
1759312853.2864811,y,102,213,-60,111,10.8,79.4118,0.3672
1759312853.3118615,y,102,213,-60,111,10.8,79.4118,0.3672
1759312853.335457,y,102,213,60,111,10.8,79.4118,0.3672
1759312853.360058,y,102,213,60,111,10.8,79.4118,0.3672
1759312853.383086,y,101,213,60,112,10.8,79.4118,0.3672
1759312853.4053056,y,101,213,60,112,10.8,79.4118,0.3672
1759312853.4286742,y,101,213,60,112,10.8,79.4118,0.3672
1759312853.450172,y,102,213,60,111,10.8,79.4118,0.3672
1759312853.4725711,y,102,213,60,111,10.8,79.4118,0.3672
1759312853.495882,y,102,213,60,111,10.8,79.4118,0.3672
1759312853.5186982,y,102,213,60,111,10.8,79.4118,0.3672
1759312853.5436192,y,103,213,60,110,10.8,79.4118,0.3672
1759312853.5654173,y,103,213,60,110,10.8,79.4118,0.3672
1759312853.5889242,y,104,213,60,109,10.8,79.4118,0.3672
1759312853.6132348,y,104,213,60,109,10.8,79.4118,0.3672
1759312853.6353493,y,105,213,60,108,10.8,79.4118,0.3672
1759312853.6586328,y,105,213,60,108,10.8,79.4118,0.3672
1759312853.6829908,y,106,213,60,107,10.8,79.4118,0.3672
1759312853.7041864,y,107,213,60,106,10.8,79.4118,0.3672
1759312853.7273543,y,108,213,60,105,10.8,79.4118,0.3672
1759312853.7495599,y,109,213,60,104,10.8,79.4118,0.3672
1759312853.7716005,y,109,213,60,104,10.8,79.4118,0.3672
1759312853.7876313,y,110,213,60,103,10.8,79.4118,0.3672
1759312853.8130586,y,112,213,60,101,10.8,79.4118,0.3672
1759312853.8281944,y,113,213,60,100,10.8,79.4118,0.3672
1759312853.8502142,y,114,213,60,99,10.8,79.4118,0.3672
1759312853.8653107,y,115,213,60,98,10.8,79.4118,0.3672
1759312853.8895705,y,117,213,60,96,10.8,79.4118,0.3672
1759312853.90211,y,119,213,60,94,10.8,79.4118,0.3672
1759312853.9275897,y,121,213,60,92,10.8,79.4118,0.3672
1759312853.9418743,y,122,213,60,91,10.8,79.4118,0.3672
1759312853.9634845,y,123,213,60,90,10.8,79.4118,0.3672
1759312853.9773655,y,124,213,60,89,10.8,79.4118,0.3672
1759312853.998169,y,126,213,60,87,10.8,79.4118,0.3672
1759312854.015031,y,128,213,60,85,10.8,79.4118,0.3672
1759312854.0365236,y,130,213,60,83,10.8,79.4118,0.3672
1759312854.0587168,y,132,213,60,81,10.8,79.4118,0.3672
1759312854.0818138,y,134,213,60,79,10.8,79.4118,0.3672
1759312854.0972123,y,136,213,60,77,10.8,79.4118,0.3672
1759312854.1188283,y,138,213,60,75,10.8,79.4118,0.3672
1759312854.1349185,y,139,213,60,74,10.8,79.4118,0.3672
1759312854.1592352,y,142,213,60,71,10.8,79.4118,0.3672
1759312854.1773708,y,143,213,60,70,10.8,79.4118,0.3672
1759312854.2018902,y,145,213,60,68,10.8,79.4118,0.3672
1759312854.218061,y,146,213,60,67,10.8,79.4118,0.3672
1759312854.2447948,y,150,213,60,63,10.8,79.4118,0.3672
1759312854.2603664,y,151,213,60,62,10.8,79.4118,0.3672
1759312854.2850978,y,153,213,60,60,10.8,79.4118,0.3672
1759312854.3012514,y,155,213,60,58,10.8,79.4118,0.3672
1759312854.3289282,y,157,213,60,56,10.8,79.4118,0.3672
1759312854.3448808,y,158,213,60,55,10.8,79.4118,0.3672
1759312854.368748,y,162,213,60,51,10.8,79.4118,0.3672
1759312854.3868856,y,163,213,60,50,10.8,79.4118,0.3672
1759312854.4132805,y,165,213,60,48,10.8,79.4118,0.3672
1759312854.4279342,y,166,213,60,47,10.8,79.4118,0.3672
1759312854.44986,y,169,213,60,44,10.8,79.4118,0.3672
1759312854.4634163,y,170,213,60,43,10.8,79.4118,0.3672
1759312854.4866705,y,173,213,60,40,10.8,79.4118,0.3672
1759312854.5009594,y,174,213,60,39,10.8,79.4118,0.3672
1759312854.5264583,y,176,213,60,37,10.8,79.4118,0.3672
1759312854.5399206,y,177,213,60,36,10.8,79.4118,0.3672
1759312854.562907,y,180,213,60,33,10.8,79.4118,0.3672
1759312854.578276,y,181,213,60,32,10.8,79.4118,0.3672
1759312854.5993714,y,183,213,60,30,10.8,79.4118,0.3672
1759312854.6178417,y,185,213,60,28,10.8,79.4118,0.3672
1759312854.641158,y,186,213,60,27,10.8,79.4118,0.3672
1759312854.6584942,y,189,213,60,24,10.8,79.4118,0.3672
1759312854.6820724,y,190,213,60,23,10.8,79.4118,0.3672
1759312854.6971917,y,192,213,60,21,10.8,79.4118,0.3672
1759312854.7202022,y,194,213,60,19,10.8,79.4118,0.3672
1759312854.7371764,y,196,213,60,17,10.8,79.4118,0.3672
1759312854.7606165,y,198,213,60,15,10.8,79.4118,0.3672
1759312854.7781463,y,199,213,60,14,10.8,79.4118,0.3672
1759312854.7997549,y,201,213,60,12,10.8,79.4118,0.3672
1759312854.8193142,y,203,213,54.54499286604684,10,10.8,79.4118,0.3672
1759312854.8429523,y,205,213,54.44067901639295,8,10.8,79.4118,0.3672
1759312854.8593187,y,208,213,-7.700552932202797,5,10.8,79.4118,0.3672
1759312854.8814912,y,210,213,10.167821901343693,3,10.8,79.4118,0.3672
1759312854.897158,y,211,213,11.540037961965353,2,10.8,79.4118,0.3672
1759312854.920977,y,211,213,38.761303567213076,2,10.8,79.4118,0.3672
