1758249481.7268405,x,121,127,0,0,1.0,0.1,0.0
1758249481.7561445,x,120,127,0,0,1.0,0.1,0.0
1758249481.7797253,x,120,127,0,0,1.0,0.1,0.0
1758249481.810116,x,121,127,0,0,1.0,0.1,0.0
1758249481.8441463,x,123,127,0,0,1.0,0.1,0.0
1758249481.8794985,x,128,127,0,0,1.0,0.1,0.0
1758249481.9078789,x,135,127,0,0,1.0,0.1,0.0
1758249481.9305768,x,141,127,0,0,1.0,0.1,0.0
1758249481.957527,x,147,127,0,0,1.0,0.1,0.0
1758249481.9787536,x,154,127,0,0,1.0,0.1,0.0
1758249482.005309,x,158,127,0,0,1.0,0.1,0.0
1758249482.0287907,x,169,127,0,0,1.0,0.1,0.0
1758249482.0530505,x,173,127,0,0,1.0,0.1,0.0
1758249482.074435,x,182,127,0,0,1.0,0.1,0.0
1758249482.0977366,x,191,127,0,0,1.0,0.1,0.0
1758249482.1311836,x,200,127,0,0,1.0,0.1,0.0
1758249482.1651962,x,213,127,0,0,1.0,0.1,0.0
1758249482.1988654,x,222,127,0,0,1.0,0.1,0.0
1758249482.222007,x,235,127,0,0,1.0,0.1,0.0
1758249482.2425687,x,243,127,0,0,1.0,0.1,0.0
1758249482.266571,x,248,127,0,0,1.0,0.1,0.0
1758249482.2909849,x,256,127,0,0,1.0,0.1,0.0
1758249482.3249018,x,264,127,0,0,1.0,0.1,0.0
1758249482.3514805,x,272,127,0,0,1.0,0.1,0.0
1758249482.3781521,x,280,127,0,0,1.0,0.1,0.0
1758249482.4085252,x,291,127,0,0,1.0,0.1,0.0
1758249482.4321501,x,303,127,0,0,1.0,0.1,0.0
1758249482.4453077,x,307,127,0,0,1.0,0.1,0.0
1758249482.4711697,x,315,127,0,0,1.0,0.1,0.0
1758249482.484105,x,318,127,0,0,1.0,0.1,0.0
1758249482.5068653,x,326,127,0,0,1.0,0.1,0.0
1758249482.533007,x,329,127,0,0,1.0,0.1,0.0
1758249482.5686316,x,338,127,0,0,1.0,0.1,0.0
1758249482.6042762,x,346,127,0,0,1.0,0.1,0.0
1758249482.620327,x,352,127,0,0,1.0,0.1,0.0
1758249482.6388075,x,359,127,0,0,1.0,0.1,0.0
1758249482.6611266,x,365,127,0,0,1.0,0.1,0.0
1758249482.6778915,x,368,127,0,0,1.0,0.1,0.0
1758249482.7028236,x,374,127,0,0,1.0,0.1,0.0
1758249482.7264965,x,380,127,0,0,1.0,0.1,0.0
1758249482.759061,x,386,127,0,0,1.0,0.1,0.0
1758249482.7878556,x,391,127,0,0,1.0,0.1,0.0
1758249482.8126628,x,397,127,0,0,1.0,0.1,0.0
1758249482.8395963,x,404,127,0,0,1.0,0.1,0.0
1758249482.8529692,x,407,127,0,0,1.0,0.1,0.0
1758249482.8745353,x,411,127,0,0,1.0,0.1,0.0
1758249482.8883715,x,412,127,0,0,1.0,0.1,0.0
1758249482.9091017,x,0,127,0,0,1.0,0.1,0.0
1758249482.9286683,x,0,127,0,0,1.0,0.1,0.0
1758249482.962006,x,0,127,0,0,1.0,0.1,0.0
1758249482.9848983,x,0,127,0,0,1.0,0.1,0.0
1758249483.0101821,x,0,127,0,0,1.0,0.1,0.0
1758249483.034087,x,0,127,0,0,1.0,0.1,0.0
1758249483.0453827,x,0,127,0,0,1.0,0.1,0.0
1758249483.0704381,x,0,127,0,0,1.0,0.1,0.0
1758249483.082466,x,0,127,0,0,1.0,0.1,0.0
1758249483.1060925,x,0,127,0,0,1.0,0.1,0.0
1758249483.1358688,x,0,127,0,0,1.0,0.1,0.0
